time [ms];Setpoint position [mm];Actual position value encoder channel 1 [mm];Setpoint value velocity controller [m/s];Actual velocity value encoder channel 1 [m/s];Target position CiA402 [mm]
34.000001847744;64.9650523;64.9648518;0.02371309;0.02555314;65.0440000
35.0000001490116;64.9889767;64.9883360;0.03814332;0.02455189;65.0690000
36.0000021755695;65.0403991;65.0298208;0.03385276;0.03572904;65.0940000
37.0000004768372;65.0432096;65.0576562;0.002784928;0.02924753;65.1190000
38.0000025033951;65.0656026;65.0692791;0.02682832;0.01874387;65.1430000
39.0000008046627;65.0908654;65.0888890;0.02528954;0.01957236;65.1680000
40.0000028312206;65.1159380;65.1131481;0.02488669;0.02254317;65.1930000
41.0000011324883;65.1399575;65.1387781;0.0243967;0.02444329;65.2180000
42.0000031590462;65.1648641;65.1642889;0.02515361;0.02509275;65.2420000
43.0000014603138;65.1898654;65.1895017;0.02510986;0.02514476;65.2670000
44.0000034868717;65.2149380;65.2141184;0.02466716;0.02477687;65.2910000
45.0000017881393;65.2389479;65.2379006;0.02445132;0.02412133;65.3150000
46.0000038146973;65.2639175;65.2618617;0.02496375;0.02404976;65.3400000
47.0000021159649;65.2880205;65.2862996;0.02403288;0.02430958;65.3640000
48.0000004172325;65.3119370;65.3110355;0.0245246;0.02461343;65.4120000
49.0000024437904;65.3371482;65.3363675;0.02315762;0.02506376;65.4120000
50.0000007450581;65.3592677;65.3612227;0.03553641;0.02510594;65.4360000
51.000002771616;65.4085327;65.4025883;0.03211543;0.03577701;65.4600000
52.0000010728836;65.4112412;65.4291720;0.002220944;0.02842045;65.4840000
53.0000030994415;65.4327385;65.4382319;0.02553638;0.01681136;65.5070000
54.0000014007092;65.4569904;65.4534906;0.02445927;0.01614808;65.5310000
55.0000034272671;65.4810630;65.4738158;0.02438331;0.01890599;65.5550000
56.0000017285347;65.5040825;65.4979557;0.02394793;0.02223101;65.5780000
57.0000037550926;65.5279795;65.5239433;0.02460856;0.0246026;65.6020000
58.0000020563602;65.5520630;65.5507058;0.02372706;0.02587185;65.6250000
59.0000040829182;65.5750729;65.5760378;0.02322713;0.02544687;65.6480000
60.0000023841858;65.5990425;65.5995816;0.02367463;0.02420875;65.6720000
61.0000044107437;65.6221455;65.6218738;0.02287142;0.02297032;65.6950000
62.0000027120113;65.6450620;65.6432122;0.02363025;0.02199284;65.7180000
63.000001013279;65.6690425;65.6654448;0.02413554;0.02221328;65.7410000
64.0000030398369;65.6921359;65.6886310;0.02330099;0.02281876;65.7640000
65.0000050663948;65.7151250;65.7122344;0.02332206;0.0233388;65.7870000
65.9999996423721;65.7381250;65.7360763;0.02322826;0.02366352;65.8100000
67.0000016689301;65.7611250;65.7597989;0.02314775;0.02367131;65.8330000
68.000003695488;65.7841250;65.7831639;0.02310708;0.02345404;65.8780000
69.0000057220459;65.8073365;65.8058733;0.02163764;0.02293388;65.8780000
70.0000002980232;65.8285175;65.8278078;0.03400518;0.02253234;65.9010000
71.0000023245811;65.8747597;65.8652395;0.03046859;0.03234017;65.9230000
72.0000043511391;65.8772523;65.8903331;0.002744393;0.02641536;65.9460000
73.000006377697;65.8979374;65.9007639;0.02431984;0.01688829;65.9680000
74.0000009536743;65.9201979;65.9168572;0.02270685;0.01658398;65.9900000
75.0000029802322;65.9431675;65.9375400;0.0233617;0.01926238;66.0120000
76.0000050067902;65.9652609;65.9613222;0.02234932;0.0221122;66.0350000
77.0000070333481;65.9872596;65.9856409;0.02211102;0.02346747;66.0570000
78.0000016093254;66.0091870;66.0093040;0.02241112;0.02353244;66.0790000
79.0000036358833;66.0321675;66.0323114;0.02271866;0.02315533;66.1010000
80.0000056624413;66.0542609;66.0545439;0.02187895;0.02252221;66.1230000
81.0000002384186;66.0762500;66.0757631;0.02205425;0.02171697;66.1440000
82.0000022649765;66.0982404;66.0969228;0.02221614;0.02138979;66.1660000
83.0000042915344;66.1203130;66.1186189;0.0217646;0.02159273;66.1880000
84.0000063180923;66.1413325;66.1403746;0.02137203;0.02167515;66.2090000
85.0000008940697;66.1632295;66.1625475;0.02223484;0.02202078;66.2310000
86.0000029206276;66.1853130;66.1851973;0.02158874;0.02240334;66.2520000
87.0000049471855;66.2063229;66.2074894;0.02120467;0.02229415;66.2740000
88.0000069737434;66.2283021;66.2291855;0.02156694;0.02192198;66.2950000
89.0000015497208;66.2493229;66.2502855;0.02122738;0.02138528;66.3160000
90.0000035762787;66.2712925;66.2712068;0.02174425;0.02113845;66.3370000
91.0000056028366;66.2923859;66.2920088;0.02095249;0.02091825;66.3590000
92.0000076293945;66.3133846;66.3126916;0.02100787;0.02078061;66.3800000
93.0000022053719;66.3343120;66.3334340;0.02152198;0.02079421;66.4010000
94.0000042319298;66.3562925;66.3550705;0.02187085;0.02136457;66.4210000
95.0000062584877;66.3773763;66.3770646;0.02101455;0.02173069;66.4420000
96.000000834465;66.3984380;66.3988799;0.02052661;0.02173558;66.4630000
97.0000028610229;66.4184575;66.4195627;0.02014216;0.0210148;66.4840000
98.0000048875809;66.4393641;66.4394707;0.02107764;0.02033889;66.5040000
99.0000069141388;66.4603654;66.4596171;0.02115271;0.02022902;66.5250000
100.000001490116;66.4814380;66.4800614;0.02072922;0.02039982;66.5450000
101.000003516674;66.5014479;66.5003270;0.02045952;0.02031814;66.5660000
102.000005543232;66.5224271;66.5207118;0.02085648;0.02039315;66.5860000
103.00000756979;66.5424479;66.5412754;0.02046527;0.02048665;66.6060000
104.000002145767;66.5634175;66.5618390;0.02091057;0.02057;66.6270000
105.000004172325;66.5835205;66.5825218;0.01995242;0.02061956;66.6470000
106.000006198883;66.6034370;66.6024894;0.02052973;0.02022499;66.6670000
107.000008225441;66.6244175;66.6228742;0.02090665;0.02034786;66.6870000
108.000002801418;66.6445109;66.6433186;0.02004332;0.02036565;66.7070000
109.000004827976;66.6645000;66.6634053;0.02012197;0.0201786;66.7270000
110.000006854534;66.6845000;66.6832537;0.02013886;0.01995947;66.7460000
111.000008881092;66.7044904;66.7029828;0.02023731;0.01982523;66.7660000
112.000003457069;66.7245630;66.7227716;0.01977544;0.01979321;66.7860000
113.000005483627;66.7435825;66.7421431;0.01942567;0.01950863;66.8050000
114.000007510185;66.7634795;66.7615146;0.02037778;0.01944699;66.8250000
115.000002086163;66.7835630;66.7814821;0.01980769;0.01977933;66.8440000
116.00000411272;66.8025729;66.8010921;0.01949962;0.01966286;66.8640000
117.000006139278;66.8225521;66.8207616;0.01986486;0.01967093;66.8830000
118.000008165836;66.8415729;66.8405503;0.01944857;0.01973271;66.9020000
119.000002741814;66.8615425;66.8602795;0.01987542;0.0197649;66.9210000
120.000004768372;66.8806359;66.8799490;0.01898701;0.01966667;66.9400000
121.00000679493;66.8996250;66.8993205;0.01903393;0.01946658;66.9600000
122.000008821487;66.9186346;66.9182748;0.01897075;0.01915131;66.9780000
123.000003397465;66.9375524;66.9369907;0.01955607;0.01889369;66.9970000
124.000005424023;66.9576055;66.9563622;0.01944907;0.01923142;67.0160000
125;66.9757184;66.9753164;0.01822057;0.01900223;67.0350000
126.000002026558;66.9946141;66.9938535;0.01917426;0.0187041;67.0540000
127.000004053116;67.0136250;67.0125097;0.01912426;0.01869437;67.0720000
128.000006079674;67.0326154;67.0315832;0.01918434;0.01896013;67.1090000
129.000008106232;67.0518611;67.0506567;0.01746199;0.01898407;67.1090000
130.00001013279;67.0683905;67.0693726;0.02710802;0.01896569;67.1280000
131.000012159348;67.1063267;67.1004862;0.02490594;0.02697621;67.1460000
131.999999284744;67.1083788;67.1215266;0.002033801;0.02206892;67.1640000
133.000001311302;67.1254714;67.1298713;0.0198558;0.01387087;67.1820000
134.00000333786;67.1437609;67.1429843;0.01799701;0.01356438;67.2010000
135.000005364418;67.1617596;67.1591372;0.01822284;0.01524173;67.2190000
136.000007390976;67.1796870;67.1774954;0.01866834;0.01723522;67.2370000
137.000009417534;67.1986675;67.1972245;0.01889548;0.01880025;67.2550000
138.000011444092;67.2167609;67.2168941;0.01789564;0.01926363;67.2720000
139.00001347065;67.2347404;67.2353119;0.01800566;0.01867272;67.2900000
140.000000596046;67.2528130;67.2530741;0.01754675;0.01809737;67.3080000
141.000002622604;67.2698325;67.2701210;0.01723316;0.01744149;67.3260000
142.000004649162;67.2877391;67.2872275;0.01814652;0.01729105;67.3610000
143.00000667572;67.3059134;67.3050493;0.01691756;0.01761399;67.3610000
144.000008702278;67.3225056;67.3229307;0.02641129;0.01798556;67.3780000
145.000010728836;67.3584724;67.3529119;0.02354401;0.02586032;67.3960000
146.000012755394;67.3604830;67.3725814;0.001481454;0.02082464;67.4130000
146.999999880791;67.3756268;67.3791975;0.01854813;0.01230539;67.4300000
148.000001907349;67.3937925;67.3911184;0.01803264;0.01232868;67.4470000
149.000003933907;67.4108859;67.4069733;0.01734641;0.01462226;67.4640000
150.000005960464;67.4278750;67.4250931;0.01730995;0.01679994;67.4820000
151.000007987022;67.4448846;67.4438089;0.01705052;0.01795188;67.4990000
152.00001001358;67.4618120;67.4617499;0.01743107;0.01790924;67.5150000
153.000012040138;67.4797829;67.4792141;0.01786741;0.01762775;67.5320000
154.000014066696;67.4969489;67.4963206;0.01655633;0.01728537;67.5490000
155.000001192093;67.5129575;67.5124139;0.01632586;0.01652457;67.5660000
156.000003218651;67.5298641;67.5284475;0.01724735;0.01624749;67.5820000
157.000005245209;67.5468654;67.5451964;0.01725529;0.01656883;67.5990000
158.000007271767;67.5639380;67.5624222;0.01674473;0.01697873;67.6150000
159.000009298325;67.5799479;67.5790519;0.01643446;0.01671694;67.6320000
160.000011324883;67.5969271;67.5953836;0.01683734;0.01646833;67.6480000
161.00001335144;67.6129479;67.6114172;0.01650518;0.01616964;67.6650000
162.000000476837;67.6299271;67.6275701;0.01692797;0.01618921;67.6810000
163.000002503395;67.6459479;67.6438421;0.01656926;0.01623937;67.6970000
164.000004529953;67.6629175;67.6604122;0.01701383;0.01646334;67.7130000
165.000006556511;67.6790109;67.6772207;0.01610994;0.0166634;67.7290000
166.000008583069;67.6950000;67.6936120;0.01615465;0.01647805;67.7450000
167.000010609627;67.7110000;67.7097649;0.01613761;0.01625493;67.7610000
168.000012636185;67.7270000;67.7257985;0.01613387;0.01611063;67.7770000
169.000014662743;67.7430000;67.7415938;0.01615667;0.01590797;67.7930000
170.000001788139;67.7590000;67.7573890;0.01617949;0.01582381;67.8080000
171.000003814697;67.7749904;67.7731246;0.01627722;0.01577848;67.8240000
172.000005841255;67.7910630;67.7890390;0.01580135;0.01585373;67.8400000
173.000007867813;67.8060825;67.8046555;0.01542429;0.0156907;67.8550000
174.000009894371;67.8219795;67.8202123;0.01635575;0.01565803;67.8710000
175.000011920929;67.8380630;67.8363651;0.01576502;0.01597311;67.8860000
176.000013947487;67.8530729;67.8521604;0.0154363;0.01583274;67.9010000
177.000001072884;67.8690425;67.8678960;0.01586244;0.01578814;67.9160000
178.000003099442;67.8841359;67.8834528;0.01498659;0.01560997;67.9320000
179.000005125999;67.8991346;67.8986520;0.01498443;0.01533873;67.9470000
180.000007152557;67.9140620;67.9135532;0.01548084;0.01506699;67.9620000
181.000009179115;67.9300425;67.9290504;0.01584524;0.01535663;67.9770000
182.000011205673;67.9451359;67.9446072;0.01496939;0.01546898;67.9920000
183.000013232231;67.9601250;67.9597468;0.01504214;0.01526286;68.0070000
184.000015258789;67.9751250;67.9746479;0.01505316;0.01505312;68.0210000
185.000002384186;67.9901154;67.9894299;0.01514571;0.01492138;68.0360000
186.000004410744;68.0051880;68.0043310;0.01467133;0.01493634;68.0510000
187.000006437302;68.0192075;68.0189342;0.01429575;0.01471269;68.0800000
188.00000846386;68.0342487;68.0333585;0.014218;0.01454635;68.0800000
189.000010490417;68.0480985;68.0480808;0.02198016;0.01481966;68.0940000
190.000012516975;68.0779058;68.0730552;0.01953328;0.02148242;68.1090000
191.000014543533;68.0795779;68.0899829;0.001142785;0.01768493;68.1230000
192.00000166893;68.0920345;68.0960626;0.01522861;0.01071528;68.1370000
193.000003695488;68.1071675;68.1062550;0.01483637;0.01057611;68.1510000
194.000005722046;68.1212609;68.1194872;0.0141081;0.01226416;68.1650000
195.000007748604;68.1352500;68.1340307;0.01413585;0.01370538;68.1800000
196.000009775162;68.1492596;68.1487531;0.0139871;0.01431007;68.1940000
197.00001180172;68.1631870;68.1629390;0.01445179;0.01422499;68.2070000
198.000013828278;68.1781579;68.1773633;0.01489257;0.01436283;68.2210000
199.000015854836;68.1923239;68.1920857;0.01351287;0.01456566;68.2350000
200.000002980232;68.2053325;68.2061524;0.01317395;0.01421839;68.2490000
201.00000500679;68.2192391;68.2200402;0.01400026;0.01401748;68.2630000
202.000007033348;68.2332500;68.2342857;0.0138846;0.01414944;68.2760000
203.000009059906;68.2472404;68.2482928;0.01395208;0.01406562;68.2900000
204.000011086464;68.2613130;68.2620019;0.01349909;0.01382689;68.3030000
205.000013113022;68.2743229;68.2751149;0.01324639;0.01333457;68.3170000
206.00001513958;68.2883021;68.2879895;0.01370019;0.01306689;68.3300000
207.000017166138;68.3013229;68.3009237;0.01337911;0.01294002;68.3430000
208.000004291534;68.3152925;68.3142752;0.01384804;0.01320359;68.3560000
209.000006318092;68.3283859;68.3278054;0.01297516;0.01338693;68.3700000
210.00000834465;68.3413846;68.3409185;0.01298259;0.01320191;68.3830000
211.000010371208;68.3543120;68.3540315;0.0134554;0.01316858;68.3960000
212.000012397766;68.3682925;68.3676213;0.01380948;0.0134838;68.4090000
213.000014424324;68.3813859;68.3813304;0.01291666;0.01359686;68.4220000
214.000016450882;68.3943750;68.3946222;0.01297246;0.01340229;68.4340000
215.000003576279;68.4073654;68.4074968;0.01305469;0.01306622;68.4470000
216.000005602837;68.4204380;68.4201926;0.01260319;0.01281023;68.4600000
217.000007629395;68.4324575;68.4325308;0.01225713;0.01246674;68.4730000
218.000009655952;68.4453641;68.4446305;0.01317125;0.01228231;68.4850000
219.00001168251;68.4583654;68.4571475;0.01320503;0.01244917;68.4980000
220.000013709068;68.4714380;68.4699625;0.01274024;0.01266459;68.5100000
221.000015735626;68.4834479;68.4824795;0.01244253;0.01255115;68.5230000
222.000017762184;68.4964271;68.4949369;0.0128314;0.01252368;68.5350000
223.000004887581;68.5084479;68.5073346;0.01245868;0.01242089;68.5470000
224.000006914139;68.5214175;68.5201496;0.01287597;0.01267867;68.5590000
225.000008940697;68.5335109;68.5329050;0.01197799;0.01268937;68.5720000
226.000010967255;68.5455096;68.5453028;0.0119537;0.01249378;68.5840000
227.000012993813;68.5574370;68.5571641;0.01245456;0.01210011;68.6080000
228.00001502037;68.5705329;68.5693235;0.01203742;0.01217286;68.6080000
229.000017046928;68.5816393;68.5814828;0.01784979;0.01228399;68.6200000
230.000004172325;68.6062664;68.6015696;0.01624987;0.01743349;68.6310000
231.000006198883;68.6076110;68.6149806;0.001357609;0.01414012;68.6430000
232.000008225441;68.6184323;68.6199278;0.01248344;0.00863103;68.6670000
233.000010251999;68.6296978;68.6275572;0.01067177;0.008100936;68.6670000
234.000012278557;68.6406175;68.6374516;0.01836413;0.009447572;68.6780000
235.000014305115;68.6652567;68.6578960;0.01661601;0.01664046;68.6900000
236.000016331673;68.6666836;68.6726779;0.001017351;0.01468208;68.7010000
237.000018358231;68.6764421;68.6779827;0.0122372;0.00901414;68.7130000
238.000005483627;68.6885521;68.6860890;0.0119398;0.008618803;68.7240000
239.000007510185;68.6995729;68.6966986;0.01165488;0.009901977;68.7350000
240.000009536743;68.7115425;68.7092156;0.01199396;0.01154163;68.7460000
241.000011563301;68.7226359;68.7220306;0.01097792;0.01226958;68.7580000
242.000013589859;68.7336346;68.7336535;0.01092856;0.01180607;68.7690000
243.000015616417;68.7445620;68.7442035;0.0114641;0.01104834;68.7800000
244.000017642975;68.7565425;68.7550515;0.01190082;0.01098444;68.7910000
245.000004768372;68.7676359;68.7663764;0.01105081;0.01119393;68.8020000
246.00000679493;68.7786250;68.7776417;0.01110956;0.0112443;68.8120000
247.000008821487;68.7896154;68.7886089;0.01118148;0.01108456;68.8230000
248.000010848045;68.8006880;68.7992782;0.01073292;0.01084161;68.8340000
249.000012874603;68.8107075;68.8093514;0.01041639;0.01034487;68.8450000
250;68.8216141;68.8193649;0.01134012;0.01016538;68.8550000
251.000016927719;68.8326154;68.8301534;0.01134364;0.01057697;68.8660000
252.000004053116;68.8436880;68.8413591;0.01083533;0.01097774;68.8760000
253.000020980835;68.8536979;68.8523263;0.01048745;0.01094446;68.8870000
254.000008106232;68.8646771;68.8632936;0.01081951;0.01095253;68.8970000
255.000025033951;68.8746979;68.8740224;0.0104099;0.01079539;68.9070000
256.000012159348;68.8856675;68.8849300;0.01081687;0.01088166;68.9180000
256.999999284744;68.8957705;68.8957781;0.009841146;0.01085251;68.9280000
258.000016212463;68.9056870;68.9059109;0.01039921;0.0104074;68.9380000
259.00000333786;68.9166675;68.9160437;0.0108042;0.01026944;68.9480000
260.000020265579;68.9267609;68.9261765;0.009975594;0.01015679;68.9580000
261.000007390976;68.9367500;68.9361900;0.01006239;0.01005099;68.9680000
262.000024318695;68.9467500;68.9460248;0.0100808;0.009910756;68.9780000
263.000011444092;68.9567500;68.9559192;0.01009257;0.009897486;68.9880000
263.999998569489;68.9667500;68.9658135;0.01010434;0.009885879;68.9980000
265.000015497208;68.9767500;68.9758271;0.01010283;0.009950994;69.0170000
266.000002622604;68.9868365;68.9858407;0.009486926;0.009994431;69.0170000
267.000019550323;68.9960867;68.9958543;0.01453664;0.01011899;69.0270000
268.00000667572;69.0156378;69.0123052;0.01274208;0.01430738;69.0360000
269.000023603439;69.0166633;69.0233320;0.001173657;0.01166494;69.0460000
270.000010728836;69.0257041;69.0281004;0.01020404;0.007547578;69.0550000
271.000027656555;69.0348229;69.0351934;0.009293355;0.007371594;69.0650000
272.000014781952;69.0448021;69.0438360;0.009773005;0.008226973;69.0740000
273.000001907349;69.0538229;69.0533728;0.009384784;0.009035346;69.0830000
274.000018835068;69.0637925;69.0630883;0.009813161;0.009458679;69.0920000
275.000005960464;69.0728859;69.0727443;0.008926257;0.009559751;69.1010000
276.000022888184;69.0818750;69.0818638;0.009001248;0.009256297;69.1110000
277.00001001358;69.0908846;69.0909833;0.008919667;0.009152002;69.1200000
278.000026941299;69.0998120;69.1001028;0.009391753;0.009131484;69.1290000
279.000014066696;69.1097925;69.1095800;0.009758377;0.009361605;69.1380000
280.000001192093;69.1188859;69.1189975;0.008898047;0.009370622;69.1460000
281.000018119812;69.1278654;69.1277594;0.009081146;0.008979103;69.1550000
282.000005245209;69.1369380;69.1365213;0.008622274;0.008837947;69.1640000
283.000022172928;69.1449575;69.1447467;0.008288786;0.008428265;69.1730000
284.000009298325;69.1538641;69.1530317;0.009182262;0.00835456;69.1810000
285.000026226044;69.1628654;69.1617340;0.009195394;0.008607485;69.1900000
286.00001335144;69.1719380;69.1708535;0.008696679;0.008923858;69.1980000
287.000000476837;69.1799479;69.1797346;0.0083584;0.008886545;69.2070000
288.000017404556;69.1889271;69.1884369;0.008719981;0.008829224;69.2150000
289.000004529953;69.1969479;69.1970796;0.008319961;0.008699282;69.2240000
290.000021457672;69.2059271;69.2058415;0.008674902;0.008750422;69.2320000
291.000008583069;69.2139479;69.2144841;0.008274892;0.008665481;69.2400000
292.000025510788;69.2229175;69.2229480;0.008731302;0.00855477;69.2480000
293.000012636185;69.2310109;69.2314715;0.007859162;0.008500979;69.2570000
293.999999761581;69.2390096;69.2393989;0.007887289;0.008132174;69.2650000
295.000016689301;69.2469370;69.2472071;0.008394059;0.007931839;69.2730000
296.000003814697;69.2559175;69.2554921;0.008782097;0.008174285;69.2810000
297.000020742416;69.2640109;69.2639560;0.007916598;0.008338853;69.2890000
298.000007867813;69.2720000;69.2721218;0.007986429;0.008241527;69.2960000
299.000024795532;69.2799904;69.2799300;0.008076065;0.00798921;69.3040000
300.000011920929;69.2880630;69.2877978;0.007605394;0.007914869;69.3120000
301.000028848648;69.2950825;69.2951888;0.007253455;0.007539154;69.3200000
302.000015974045;69.3029891;69.3025202;0.008141762;0.007417366;69.3270000
303.000003099442;69.3109904;69.3102092;0.008156375;0.007590555;69.3350000
304.000020027161;69.3190630;69.3181366;0.007679063;0.007801961;69.3420000
305.000007152557;69.3260729;69.3258852;0.007355548;0.007754509;69.3500000
306.000024080276;69.3340521;69.3333954;0.007738532;0.007632222;69.3570000
307.000011205673;69.3410729;69.3410248;0.007339994;0.007614563;69.3650000
308.000028133392;69.3490521;69.3486542;0.007709697;0.007638121;69.3720000
309.000015258789;69.3560729;69.3561644;0.00732444;0.007525337;69.3790000
310.000002384186;69.3640425;69.3637938;0.00776241;0.007615708;69.3870000
311.000019311905;69.3711455;69.3713039;0.006823497;0.007558908;69.4010000
312.000006437302;69.3781293;69.3780989;0.006942189;0.007067914;69.4010000
313.000023365021;69.3855341;69.3852514;0.01122062;0.00720384;69.4080000
314.000010490417;69.3999996;69.3975896;0.009352826;0.01054492;69.4150000
315.000027418137;69.4007787;69.4056958;0.0006826175;0.008575213;69.4290000
316.000014543533;69.4071160;69.4084376;0.006994026;0.005070134;69.4290000
317.00000166893;69.4136166;69.4130272;0.0105201;0.004919132;69.4360000
318.000018596649;69.4279887;69.4242925;0.009585649;0.009068032;69.4420000
319.000005722046;69.4287691;69.4327563;0.0008555611;0.008224505;69.4490000
320.000022649765;69.4351118;69.4362134;0.007079736;0.005336316;69.4560000
321.000009775162;69.4412075;69.4407434;0.006317008;0.004883809;69.4620000
322.000026702881;69.4481045;69.4464058;0.007348119;0.005447544;69.4690000
323.000013828278;69.4551880;69.4534988;0.006764053;0.00648843;69.4820000
324.000000953674;69.4612652;69.4603533;0.005950885;0.006653769;69.4820000
325.000017881393;69.4676687;69.4668502;0.01021099;0.006641304;69.4890000
326.00000500679;69.4810712;69.4776386;0.00882158;0.009384808;69.4950000
327.000021934509;69.4817582;69.4850296;0.001024832;0.007724221;69.5010000
328.000009059906;69.4881021;69.4883675;0.007242239;0.005108588;69.5080000
329.000025987625;69.4942705;69.4934339;0.005934357;0.005102498;69.5140000
330.000013113022;69.5001870;69.4990367;0.006552317;0.00542623;69.5200000
331.000030040741;69.5071675;69.5053548;0.006936667;0.006049192;69.5260000
332.000017166138;69.5132609;69.5117325;0.006080772;0.006219274;69.5320000
333.000004291534;69.5192500;69.5180506;0.006133634;0.006265355;69.5380000
334.000021219254;69.5252500;69.5242495;0.006111473;0.006223072;69.5440000
335.00000834465;69.5312500;69.5306868;0.00606275;0.006356385;69.5500000
336.000025272369;69.5372500;69.5368857;0.006040589;0.006251518;69.5560000
337.000012397766;69.5432500;69.5428461;0.006045001;0.006049;69.5620000
338.000029325485;69.5492500;69.5485086;0.006082605;0.005792117;69.5680000
339.000016450882;69.5552500;69.5542902;0.006106938;0.005794919;69.5730000
340.000003576279;69.5612404;69.5601315;0.006192887;0.00585383;69.5790000
341.000020503998;69.5673130;69.5660323;0.005718539;0.005900524;69.5850000
342.000007629395;69.5723325;69.5715160;0.005356272;0.005614265;69.5900000
343.000024557114;69.5782295;69.5765823;0.006342381;0.005324899;69.5960000
344.00001168251;69.5843130;69.5821852;0.00581292;0.00551793;69.6020000
345.000028610229;69.5893325;69.5877880;0.005437383;0.005565972;69.6070000
346.000015735626;69.5952295;69.5933909;0.006363706;0.00562546;69.6120000
347.000002861023;69.6013034;69.5994705;0.005849399;0.005918587;69.6180000
348.000019788742;69.6063955;69.6052522;0.004968529;0.005809446;69.6230000
349.000006914139;69.6113120;69.6102590;0.005541475;0.005294121;69.6280000
350.000023841858;69.6172925;69.6155638;0.005927308;0.005315047;69.6340000
351.000010967255;69.6223955;69.6209878;0.004997988;0.005351542;69.6390000
352.000027894974;69.6273120;69.6259350;0.005577575;0.005087262;69.6440000
353.00001502037;69.6332925;69.6312398;0.005963407;0.005229642;69.6490000
354.000002145767;69.6383859;69.6367234;0.005095713;0.005390262;69.6540000
355.000019073486;69.6433750;69.6419090;0.005163338;0.005257898;69.6590000
356.000006198883;69.6483750;69.6469158;0.00516258;0.005105653;69.6640000
357.000023126602;69.6533750;69.6518034;0.005175104;0.004957282;69.6690000
358.000010251999;69.6583750;69.6566910;0.005187627;0.004901225;69.6740000
359.000027179718;69.6633750;69.6616978;0.005186869;0.004952975;69.6780000
360.000014305115;69.6683654;69.6666450;0.005261018;0.004948817;69.6830000
361.000031232834;69.6734380;69.6717710;0.004761579;0.005052557;69.6930000
362.000018358231;69.6775056;69.6764797;0.004032923;0.004806703;69.6930000
363.000005483627;69.6820009;69.6808905;0.007680683;0.004632063;69.6970000
364.000022411346;69.6922680;69.6891755;0.006966628;0.007044647;69.7020000
365.000009536743;69.6929049;69.6953148;0.000186247;0.006188676;69.7060000
366.000026464462;69.6963934;69.6975202;0.004656681;0.003773195;69.7110000
367.000013589859;69.7014271;69.7008580;0.004728772;0.003562333;69.7150000
368.000030517578;69.7054479;69.7051496;0.004367871;0.00402711;69.7200000
369.000017642975;69.7104271;69.7099179;0.004722098;0.004519022;69.7240000
370.000004768372;69.7144479;69.7146863;0.004308073;0.004660654;69.7280000
371.000021696091;69.7194175;69.7192759;0.004750477;0.004610098;69.7330000
