time [ms];Setpoint position [mm];Actual position value encoder channel 1 [mm];Setpoint value velocity controller [m/s];Actual velocity value encoder channel 1 [m/s];Setpoint value active current [Arms];Actual active current value [Arms];Position control error [mm]
702.312529087067;18.5230713;18.5244293;-0.05105495;-0.05145858;-0.1221603;-0.1314487;-0.0013580
703.375041484833;18.4722539;18.4737057;-0.05126755;-0.05095654;-0.274392;-0.2994981;-0.0014518
704.437553882599;18.4139331;18.4161873;-0.05212355;-0.05114089;-0.1652512;-0.2025903;-0.0022542
705.500066280365;18.3627280;18.3646292;-0.05112589;-0.0513785;-0.1602879;-0.1496012;-0.0019012
706.562519073486;18.3053750;18.3069319;-0.05117346;-0.05129717;-0.1714132;-0.1949535;-0.0015569
707.625031471252;18.2543750;18.2559104;-0.05117106;-0.0511445;-0.1802364;-0.1427223;-0.0015354
708.687543869019;18.1970000;18.1982727;-0.05114179;-0.05121154;-0.1744391;-0.2400678;-0.0012727
709.750056266785;18.1460000;18.1467743;-0.05108627;-0.05137414;-0.15994;-0.1326519;-0.0007743
710.812509059906;18.0886250;18.0887789;-0.05101714;-0.05149728;-0.1453546;-0.1205175;-0.0001539
711.875021457672;18.0376250;18.0371613;-0.05094833;-0.05159404;-0.131612;-0.124811;0.0004637
712.937533855438;17.9802671;17.9792256;-0.05083448;-0.05152041;-0.135985;-0.1154642;0.0010415
714.000046253204;17.9291597;17.9278464;-0.05113753;-0.05142171;-0.08883914;-0.09660237;0.0013133
715.06255865097;17.8723057;17.8704471;-0.04964806;-0.05110929;-0.09045982;-0.03610435;0.0018586
716.125011444092;17.8219385;17.8204984;-0.0508109;-0.05037017;-0.2179378;-0.1998169;0.0014401
717.187523841858;17.7643672;17.7636952;-0.05096679;-0.05047743;-0.1038536;-0.1759076;0.0006720
718.250036239624;17.7140938;17.7134485;-0.04984476;-0.05029392;-0.1836534;-0.1120778;0.0006453
719.31254863739;17.6570498;17.6573605;-0.05102518;-0.05002229;-0.1563489;-0.1867265;-0.0003107
720.375061035156;17.6066963;17.6073522;-0.04997672;-0.04999303;-0.1322071;-0.06523692;-0.0006559
721.437513828278;17.5506060;17.5515623;-0.05036956;-0.04972564;-0.2881095;-0.295213;-0.0009563
722.500026226044;17.4996831;17.5012560;-0.05104764;-0.05012108;-0.1517276;-0.1726014;-0.0015729
723.56253862381;17.4432391;17.4443931;-0.05003905;-0.05035543;-0.1513451;-0.1349985;-0.0011540
724.625051021576;17.3932500;17.3943848;-0.05012643;-0.05012003;-0.1684605;-0.1585975;-0.0011348
725.687563419342;17.3370000;17.3382373;-0.05013786;-0.04997826;-0.1782576;-0.2020069;-0.0012373
726.750016212463;17.2870000;17.2884674;-0.05016349;-0.04985614;-0.1888821;-0.1324948;-0.0014674
727.812528610229;17.2307596;17.2322006;-0.05009121;-0.0500019;-0.1880309;-0.1637032;-0.0014410
728.875041007996;17.1807007;17.1819539;-0.05050648;-0.05017009;-0.1563757;-0.2074869;-0.0012532
729.937553405762;17.1247856;17.1252699;-0.04888469;-0.05024861;-0.09134062;-0.006821589;-0.0004843
731.000065803528;17.0755547;17.0756192;-0.0498926;-0.04984974;-0.2188052;-0.2175956;-0.0000645
732.062518596649;17.0191308;17.0193524;-0.05019819;-0.04999265;-0.109935;-0.1979191;-0.0002216
733.125030994415;16.9697025;16.9691653;-0.04876957;-0.05007392;-0.1224835;-0.1017289;0.0005372
734.187543392181;16.9139062;16.9131965;-0.05000426;-0.04990837;-0.1051612;-0.09933611;0.0007097
735.250055789948;16.8645938;16.8634267;-0.04878663;-0.04979712;-0.151287;-0.1018806;0.0011671
736.312568187714;16.8086530;16.8079347;-0.04988481;-0.04947537;-0.1030973;-0.1622353;0.0007183
737.375020980835;16.7594720;16.7589397;-0.04897585;-0.0491429;-0.2144992;-0.1967098;0.0005323
738.437533378601;16.7034331;16.7042823;-0.04996701;-0.04882023;-0.1542561;-0.2283679;-0.0008492
739.500045776367;16.6542280;16.6554661;-0.04905201;-0.04880854;-0.1716402;-0.1822129;-0.0012381
740.562558174133;16.5991250;16.6008682;-0.04919422;-0.04863822;-0.1991079;-0.1632868;-0.0017432
741.625010967255;16.5501250;16.5519328;-0.04920142;-0.04884376;-0.1910182;-0.2158624;-0.0018078
742.687523365021;16.4950000;16.4966197;-0.04918046;-0.04901627;-0.181085;-0.1680714;-0.0016197
743.750035762787;16.4460000;16.4475054;-0.04916773;-0.04906626;-0.1782041;-0.1749873;-0.0015054
744.812548160553;16.3908846;16.3924904;-0.04910958;-0.04898327;-0.1908985;-0.1896836;-0.0016058
745.875060558319;16.3418257;16.3434953;-0.04955288;-0.04900865;-0.170337;-0.2249261;-0.0016696
746.93751335144;16.2870356;16.2883610;-0.0479784;-0.04900699;-0.1160787;-0.04776277;-0.0013254
748.000025749207;16.2388047;16.2400813;-0.04902765;-0.04853437;-0.2534114;-0.2751047;-0.0012766
749.062538146973;16.1835058;16.1850662;-0.04934735;-0.0487895;-0.1417431;-0.1912069;-0.0015604
750.125050544739;16.1350775;16.1358328;-0.04791358;-0.04902932;-0.1466331;-0.1306784;-0.0007553
751.187562942505;16.0804297;16.0808773;-0.0491332;-0.04894476;-0.1389575;-0.1762741;-0.0004476
752.250015735626;16.0319375;16.0314650;-0.04790569;-0.0492421;-0.05302704;-0.05983821;0.0004725
753.312528133392;15.9781289;15.9768672;-0.04796522;-0.04872593;-0.1971063;-0.1813909;0.0012617
754.375040531158;15.9292998;15.9283490;-0.04888462;-0.04861223;-0.1131362;-0.1163374;0.0009508
755.437552928925;15.8749780;15.8738703;-0.04779064;-0.04843191;-0.1100006;-0.07369415;0.0011077
756.500065326691;15.8270000;15.8262462;-0.04791601;-0.04789215;-0.1519819;-0.1334165;0.0007538
757.562518119812;15.7730000;15.7729001;-0.04798887;-0.0475598;-0.1777519;-0.2252333;0.0000999
758.625030517578;15.7250000;15.7253356;-0.04803739;-0.04755965;-0.1839886;-0.1313999;-0.0003356
759.687542915344;15.6710000;15.6715126;-0.04805711;-0.0477149;-0.1788863;-0.1912402;-0.0005126
760.75005531311;15.6230000;15.6237097;-0.04799573;-0.0477724;-0.1801063;-0.1476712;-0.0007097
761.812567710876;15.5689507;15.5700059;-0.04848442;-0.04775087;-0.1700025;-0.172996;-0.0010552
762.875020503998;15.5211402;15.5222029;-0.04696769;-0.04772653;-0.09655049;-0.06496278;-0.0010627
763.937532901764;15.4680547;15.4693336;-0.04802791;-0.04720797;-0.2645774;-0.3013152;-0.0012789
765.00004529953;15.4199097;15.4220671;-0.04852422;-0.04729054;-0.1904892;-0.2330584;-0.0021574
766.062557697296;15.3664525;15.3681249;-0.04701576;-0.04773159;-0.1703053;-0.1238468;-0.0016724
767.125070095062;15.3189443;15.3205604;-0.04832492;-0.04763526;-0.1903788;-0.2037544;-0.0016161
768.187522888184;15.2654609;15.2665586;-0.04708063;-0.04783541;-0.1080825;-0.05567969;-0.0010977
769.25003528595;15.2184766;15.2191133;-0.04707094;-0.04757307;-0.1240773;-0.1017283;-0.0006367
770.312547683716;15.1657539;15.1663632;-0.04717368;-0.04712575;-0.2538847;-0.2218894;-0.0006093
771.375060081482;15.1179248;15.1189179;-0.04810121;-0.04739995;-0.1527819;-0.1880388;-0.0009931
772.437512874603;15.0647280;15.0648565;-0.04692838;-0.04779632;-0.1117228;-0.1341513;-0.0001285
773.500025272369;15.0177500;15.0170536;-0.04692241;-0.04774371;-0.1127047;-0.1064802;0.0006964
774.562537670135;14.9648750;14.9638862;-0.04688983;-0.04741244;-0.1247204;-0.103576;0.0009888
775.625050067902;14.9178846;14.9170370;-0.04697489;-0.04709785;-0.155809;-0.1778298;0.0008476
776.687562465668;14.8650000;14.8645253;-0.04586377;-0.04678323;-0.04605798;-0.05420012;0.0004747
777.750015258789;14.8190000;14.8186893;-0.04663204;-0.04615862;-0.2470611;-0.2382029;0.0003107
778.812527656555;14.7660757;14.7668929;-0.04745791;-0.04612578;-0.1984588;-0.2546058;-0.0008172
779.875040054321;14.7192748;14.7201032;-0.04587224;-0.04655896;-0.1071133;-0.1077092;-0.0008284
780.937552452087;14.6671973;14.6681876;-0.04732908;-0.04627875;-0.2090693;-0.2834102;-0.0009903
782.000064849854;14.6205527;14.6218152;-0.04592191;-0.04631642;-0.155917;-0.1193815;-0.0012625
783.062517642975;14.5683193;14.5698995;-0.04732091;-0.04620714;-0.2087901;-0.2772841;-0.0015802
784.125030040741;14.5216865;14.5234079;-0.04622044;-0.04640042;-0.1170997;-0.1351499;-0.0017214
785.187542438507;14.4701328;14.4717903;-0.04614301;-0.04603255;-0.2550249;-0.2043341;-0.0016575
786.250054836273;14.4234297;14.4257159;-0.04733806;-0.04611726;-0.2051997;-0.2446245;-0.0022862
787.312567234039;14.3712181;14.3732638;-0.04615729;-0.04643119;-0.1510958;-0.07124354;-0.0020457
788.375020027161;14.3252500;14.3271298;-0.04620944;-0.04623131;-0.1770424;-0.1623396;-0.0018798
789.437532424927;14.2735171;14.2753334;-0.04625184;-0.04611685;-0.1990646;-0.2062747;-0.0018163
790.500044822693;14.2273940;14.2289610;-0.04591157;-0.0462769;-0.06822554;-0.09051677;-0.0015670
791.562557220459;14.1766675;14.1774626;-0.04535388;-0.04590546;-0.2207926;-0.2059679;-0.0007951
792.625069618225;14.1307609;14.1316266;-0.04618597;-0.04592519;-0.1878517;-0.2632992;-0.0008657
793.687522411346;14.0790000;14.0792341;-0.04644275;-0.04639298;-0.1584132;-0.1917074;-0.0002341
794.750034809113;14.0330000;14.0324444;-0.04477143;-0.04659797;-0.01359869;0.005372567;0.0005556
795.812547206879;13.9822252;13.9808268;-0.04606424;-0.04605625;-0.1712276;-0.1777897;0.0013984
796.875059604645;13.9363998;13.9351101;-0.04463625;-0.04586622;-0.06826057;-0.05395069;0.0012897
797.937572002411;13.8854644;13.8843865;-0.04604917;-0.04538843;-0.1885832;-0.2297486;0.0010779
799.000024795532;13.8397124;13.8389678;-0.04498214;-0.04540541;-0.08831178;-0.1362385;0.0007446
800.062537193298;13.7891250;13.7884230;-0.04492178;-0.04504494;-0.1429591;-0.1209774;0.0007020
801.125049591064;13.7441250;13.7440772;-0.04499467;-0.0446091;-0.1741473;-0.2128738;0.0000478
802.187561988831;13.6935000;13.6941285;-0.04507002;-0.04444723;-0.1921841;-0.220377;-0.0006285
803.250014781952;13.6485000;13.6496038;-0.04512298;-0.04448212;-0.1977973;-0.1707863;-0.0011038
804.312527179718;13.5978750;13.5992379;-0.04515185;-0.04468514;-0.1922413;-0.2029287;-0.0013629
805.375039577484;13.5528750;13.5543556;-0.04516496;-0.04480448;-0.1889758;-0.1851176;-0.0014806
806.43755197525;13.5022500;13.5036320;-0.04515398;-0.04499722;-0.1790715;-0.2286528;-0.0013820
807.500064373016;13.4572671;13.4588093;-0.0452213;-0.04489144;-0.2032645;-0.1492489;-0.0015422
808.562517166138;13.4065620;13.4080262;-0.04473898;-0.04506224;-0.06424982;-0.06736807;-0.0014642
809.625029563904;13.3625521;13.3636803;-0.04446034;-0.04460437;-0.2511554;-0.2380386;-0.0011282
810.68754196167;13.3120000;13.3136720;-0.04401962;-0.04456113;-0.0947447;-0.1590514;-0.0016720
811.750054359436;13.2680000;13.2692666;-0.04522445;-0.04447023;-0.2683868;-0.2800822;-0.0012666
812.812566757202;13.2174754;13.2187218;-0.04428568;-0.04480086;-0.09269741;-0.09399866;-0.0012464
813.875019550323;13.1734904;13.1741376;-0.04414144;-0.04464745;-0.1303778;-0.1198955;-0.0006472
814.93753194809;13.1240903;13.1246061;-0.04377361;-0.04424257;-0.1932516;-0.1313528;-0.0005158
816.000044345856;13.0797144;13.0803795;-0.04524337;-0.04427901;-0.2231062;-0.3263282;-0.0006651
817.062556743622;13.0294583;13.0294771;-0.04400502;-0.0449481;-0.08359741;-0.07179675;-0.0000188
818.125069141388;12.9855218;12.9847736;-0.04389092;-0.04477311;-0.1235458;-0.1456001;0.0007482
819.187521934509;12.9358672;12.9350633;-0.0439521;-0.04438451;-0.05306686;-0.1006477;0.0008039
820.250034332275;12.8925703;12.8916115;-0.04280984;-0.04375493;-0.1383474;-0.06908733;0.0009588
821.312546730042;12.8435319;12.8434510;-0.04406162;-0.04316496;-0.2171038;-0.2222864;0.0000809
822.375059127808;12.7995218;12.8000588;-0.04408554;-0.04333743;-0.2163176;-0.223572;-0.0005370
823.437571525574;12.7498940;12.7507062;-0.04382747;-0.04368896;-0.08204474;-0.1000836;-0.0008122
824.500024318695;12.7068340;12.7071948;-0.04321728;-0.04352828;-0.225562;-0.2603446;-0.0003608
825.562536716461;12.6574575;12.6586766;-0.04387053;-0.04330426;-0.1167383;-0.1786304;-0.0012191
826.625049114227;12.6143545;12.6156420;-0.04298459;-0.04310906;-0.148663;-0.1294173;-0.0012875
827.687561511993;12.5660000;12.5676007;-0.04426168;-0.04285522;-0.3022609;-0.3306998;-0.0016007
828.75007390976;12.5220000;12.5239105;-0.04346286;-0.04341609;-0.1132099;-0.1729369;-0.0019105
829.812526702881;12.4736250;12.4752135;-0.04317699;-0.04330595;-0.1654799;-0.1411366;-0.0015885
830.875039100647;12.4306250;12.4323578;-0.04319306;-0.04303446;-0.1827893;-0.1921341;-0.0017328
831.937551498413;12.3822500;12.3839588;-0.04319039;-0.0430479;-0.183411;-0.2019493;-0.0017088
833.000063896179;12.3392500;12.3409838;-0.04319317;-0.04300769;-0.1872658;-0.2172626;-0.0017338
834.062516689301;12.2908968;12.2924657;-0.04314908;-0.04307489;-0.1955453;-0.164512;-0.0015689
835.125029087067;12.2477558;12.2491927;-0.04333359;-0.04319002;-0.118411;-0.1588785;-0.0014369
836.187541484833;12.2000703;12.2005553;-0.0419707;-0.04314093;-0.1462182;-0.08060887;-0.0004850
837.250053882599;12.1575625;12.1579976;-0.04309014;-0.04276791;-0.2227294;-0.2372414;-0.0004351
838.312566280365;12.1089961;12.1094198;-0.04294141;-0.04309051;-0.0768783;-0.1246819;-0.0004237
839.375019073486;12.0668470;12.0663256;-0.04197706;-0.04307133;-0.1732806;-0.1635503;0.0005214
840.437531471252;12.0186831;12.0182247;-0.04282132;-0.04285409;-0.0883996;-0.1161305;0.0004584
841.500043869019;11.9764780;11.9754286;-0.04179714;-0.04276357;-0.09445654;-0.04654562;0.0010494
842.562556266785;11.9292404;11.9281025;-0.04180388;-0.04229516;-0.1126186;-0.1224231;0.0011379
843.625068664551;11.8873130;11.8862600;-0.04230683;-0.04203943;-0.2550493;-0.2652618;0.0010530
844.687521457672;11.8390000;11.8386359;-0.04220943;-0.04228281;-0.0868385;-0.07229843;0.0003641
845.750033855438;11.7970000;11.7963762;-0.04184716;-0.04223878;-0.1354222;-0.07058768;0.0006238
846.812546253204;11.7497007;11.7492289;-0.04231429;-0.04200258;-0.1321844;-0.131059;0.0004718
847.87505865097;11.7078902;11.7076845;-0.04082637;-0.04169516;-0.07572301;-0.04807105;0.0002057
848.937571048737;11.6615376;11.6619677;-0.04198281;-0.04096663;-0.2499516;-0.2709742;-0.0004301
850.000023841858;11.6195171;11.6210193;-0.04211789;-0.04098238;-0.2381688;-0.2266578;-0.0015022
851.062536239624;11.5721308;11.5741105;-0.04239407;-0.04148865;-0.1530918;-0.1879553;-0.0019797
852.12504863739;11.5307025;11.5320892;-0.04098393;-0.04179066;-0.1582395;-0.0812348;-0.0013867
853.187561035156;11.4839297;11.4855380;-0.04226252;-0.04153518;-0.167576;-0.2319766;-0.0016083
854.250073432922;11.4424375;11.4439339;-0.04112506;-0.04156126;-0.108166;-0.07948872;-0.0014964
855.312526226044;11.3965039;11.3979192;-0.04126348;-0.04107364;-0.262921;-0.282573;-0.0014153
856.37503862381;11.3546748;11.3565535;-0.04219988;-0.04127495;-0.1672926;-0.2068186;-0.0018787
857.437551021576;11.3082280;11.3096447;-0.0410719;-0.04153504;-0.139912;-0.09981623;-0.0014167
858.500063419342;11.2672500;11.2686367;-0.0411545;-0.04122685;-0.1666721;-0.2311029;-0.0013867
859.562575817108;11.2211250;11.2225623;-0.04116014;-0.04107797;-0.1763705;-0.1461155;-0.0014373
860.625028610229;11.1801250;11.1815543;-0.04115925;-0.04105209;-0.1788028;-0.1360676;-0.0014293
861.687541007996;11.1340000;11.1351223;-0.04154171;-0.04118758;-0.1759434;-0.169726;-0.0011223
862.750053405762;11.0930000;11.0935778;-0.03998104;-0.04137745;-0.03532634;-0.05689194;-0.0005778
863.812565803528;11.0479092;11.0477419;-0.04076521;-0.04093438;-0.2129111;-0.2010208;0.0001673
864.875018596649;11.0068257;11.0069723;-0.04138319;-0.04086997;-0.1560621;-0.1855962;-0.0001466
865.937530994415;10.9610527;10.9607191;-0.03974408;-0.04096315;-0.1029029;-0.05899781;0.0003336
867.000043392181;10.9207144;10.9200687;-0.04109733;-0.04076313;-0.1737394;-0.1724045;0.0006457
868.062555789948;10.8749365;10.8742923;-0.03995687;-0.04069642;-0.06746599;-0.03449024;0.0006442
869.125068187714;10.8351192;10.8344168;-0.03974824;-0.04014758;-0.1943548;-0.1235397;0.0007024
870.187520980835;10.7894297;10.7899518;-0.0411415;-0.0397887;-0.1920316;-0.2336939;-0.0005221
871.250033378601;10.7489609;10.7495994;-0.04002947;-0.04012429;-0.1337713;-0.09675726;-0.0006385
872.312545776367;10.7040000;10.7047171;-0.0400799;-0.03995324;-0.1671806;-0.1438016;-0.0007171
873.375058174133;10.6640000;10.6649608;-0.04010705;-0.0398167;-0.1782754;-0.193335;-0.0009608
874.437570571899;10.6190000;10.6203170;-0.04014673;-0.03975032;-0.1877798;-0.1899983;-0.0013170
875.500023365021;10.5790171;10.5805011;-0.04021482;-0.03980254;-0.2039457;-0.2203451;-0.0014840
876.562535762787;10.5339370;10.5356188;-0.03976323;-0.03986923;-0.07421524;-0.01312782;-0.0016818
877.625048160553;10.4949271;10.4962797;-0.03948534;-0.03950496;-0.2565809;-0.1882676;-0.0013526
878.687560558319;10.4500000;10.4518742;-0.03904215;-0.03952537;-0.09678278;-0.1113632;-0.0018742
879.750072956085;10.4110000;10.4126544;-0.04035099;-0.03933782;-0.2773484;-0.299088;-0.0016544
880.812525749207;10.3661498;10.3678913;-0.03897398;-0.03968799;-0.1195204;-0.1266814;-0.0017415
881.875038146973;10.3269848;10.3284330;-0.04031207;-0.03954977;-0.2424558;-0.2603168;-0.0014482
882.937550544739;10.2822124;10.2836103;-0.03922085;-0.03976918;-0.1039447;-0.09820035;-0.0013979
884.000062942505;10.2432500;10.2440924;-0.03909386;-0.03962167;-0.1409774;-0.1407126;-0.0008424
885.062575340271;10.1993750;10.2000446;-0.0390746;-0.03929533;-0.1559191;-0.1219909;-0.0006696
886.125028133392;10.1603750;10.1608247;-0.0390501;-0.03926592;-0.1548139;-0.1682464;-0.0004497
887.187540531158;10.1165000;10.1165981;-0.03901093;-0.0393406;-0.146369;-0.1519309;-0.0000981
888.250052928925;10.0775000;10.0770206;-0.03894658;-0.039497;-0.1300979;-0.1479062;0.0004794
889.312565326691;10.0336468;10.0324363;-0.03889084;-0.0395604;-0.131275;-0.09658651;0.0012105
890.375077724457;9.9944961;9.9929781;-0.03872507;-0.03948734;-0.02183706;-0.01032931;0.0015180
891.437530517578;9.9515840;9.9495263;-0.03794781;-0.0388261;-0.1743919;-0.1687581;0.0020577
892.500042915344;9.9126660;9.9111409;-0.03865299;-0.03856822;-0.06259083;-0.0959995;0.0015251
893.56255531311;9.8698021;9.8680467;-0.03813905;-0.03837193;-0.2147085;-0.146258;0.0017554
894.625067710876;9.8308229;9.8297209;-0.03854258;-0.03837262;-0.05997422;-0.1172698;0.0011020
895.687520503998;9.7880000;9.7868652;-0.0389569;-0.0381722;-0.2372356;-0.2283357;0.0011348
896.750032901764;9.7490000;9.7485394;-0.03819868;-0.03828368;-0.07411852;-0.07818177;0.0004606
897.81254529953;9.7062500;9.7058029;-0.03795018;-0.03806309;-0.1346869;-0.1709982;0.0004471
898.875057697296;9.6682500;9.6683712;-0.0380135;-0.03767386;-0.1624576;-0.2141397;-0.0001212
899.937570095062;9.6255000;9.6264095;-0.03810133;-0.03742816;-0.1866087;-0.1963528;-0.0009095
901.000022888184;9.5875171;9.5887990;-0.03809335;-0.03754563;-0.1962235;-0.2361908;-0.0012819
902.06253528595;9.5446308;9.5462413;-0.03835294;-0.03773628;-0.1248766;-0.1563935;-0.0016105
903.125047683716;9.5071807;9.5085115;-0.03700342;-0.0376985;-0.1391228;-0.08761434;-0.0013308
904.187560081482;9.4650625;9.4669075;-0.03824723;-0.03723472;-0.2521358;-0.303835;-0.0018450
905.250072479248;9.4268672;9.4291181;-0.03829245;-0.03763025;-0.1255675;-0.1925013;-0.0022509
906.312525272369;9.3849720;9.3865008;-0.03720549;-0.03773292;-0.204835;-0.1254398;-0.0015288
907.375037670135;9.3471748;9.3489499;-0.03818833;-0.03766099;-0.136601;-0.1464359;-0.0017751
908.437550067902;9.3052280;9.3067498;-0.03708362;-0.0375497;-0.1311592;-0.07411237;-0.0015218
909.500062465668;9.2682329;9.2696161;-0.03710463;-0.0372903;-0.1386153;-0.1267266;-0.0013832
910.562574863434;9.2266880;9.2279525;-0.03756504;-0.03714222;-0.2763964;-0.2413756;-0.0012645
911.625027656555;9.1887075;9.1901631;-0.03789688;-0.03757516;-0.1047047;-0.1089098;-0.0014556
912.687540054321;9.1470000;9.1474862;-0.03747083;-0.03774874;-0.1283351;-0.1155646;-0.0004862
913.750052452087;9.1100000;9.1101141;-0.03592938;-0.0374797;-0.01315183;0.008280464;-0.0001141
914.812564849854;9.0693996;9.0691061;-0.03682049;-0.03676683;-0.2034509;-0.235392;0.0002935
915.87507724762;9.0323846;9.0323896;-0.03693066;-0.03675823;-0.1704694;-0.11922;-0.0000050
916.937530040741;8.9906597;8.9904875;-0.03726467;-0.0371222;-0.105913;-0.1439528;0.0001722
918.000042438507;8.9540527;8.9532943;-0.03569675;-0.03711711;-0.07786682;-0.06323456;0.0007584
919.062554836273;8.9130475;8.9122266;-0.03707911;-0.03671221;-0.125916;-0.1429247;0.0008209
920.125067234039;8.8765775;8.8758082;-0.03574371;-0.03650253;-0.1346127;-0.09781345;0.0007693
921.187579631805;8.8354297;8.8350982;-0.0370464;-0.03630331;-0.142167;-0.1894556;0.0003315
922.250032424927;8.7989609;8.7989182;-0.03595357;-0.03623999;-0.106139;-0.1336281;0.0000427
923.312544822693;8.7585000;8.7588043;-0.0360339;-0.03583867;-0.1545935;-0.1225194;-0.0003043
924.375057220459;8.7225000;8.7231607;-0.03607361;-0.03572504;-0.1658327;-0.1649426;-0.0006607
925.437569618225;8.6820000;8.6832852;-0.03614319;-0.0355367;-0.1851669;-0.1949049;-0.0012852
926.500022411346;8.6460000;8.6475820;-0.03617626;-0.03563748;-0.1853824;-0.2326128;-0.0015820
927.562534809113;8.6055000;8.6072297;-0.03619272;-0.03579243;-0.1811015;-0.2004438;-0.0017297
928.625047206879;8.5695096;8.5712285;-0.03626085;-0.0359182;-0.1896838;-0.2162627;-0.0017189
929.687559604645;8.5290000;8.5305781;-0.03509249;-0.03602797;-0.05316429;-0.03785843;-0.0015781
930.750072002411;8.4940000;8.4953518;-0.03581728;-0.03551397;-0.2445948;-0.1897041;-0.0013518
931.812524795532;8.4534603;8.4555955;-0.03653542;-0.03544432;-0.1999757;-0.2062215;-0.0021352
932.875037193298;8.4175908;8.4193558;-0.0354128;-0.03594602;-0.07357769;-0.1332631;-0.0017650
933.937549591064;8.3783403;8.3794207;-0.03483652;-0.03560231;-0.1692868;-0.06683805;-0.0010804
935.000061988831;8.3429644;8.3444328;-0.03633288;-0.0352499;-0.2229324;-0.2732718;-0.0014684
936.062574386597;8.3028333;8.3043785;-0.03517509;-0.03550767;-0.1157206;-0.08825479;-0.0015452
937.125027179718;8.2678750;8.2689733;-0.03512236;-0.0354287;-0.1441765;-0.1531367;-0.0010983
938.187539577484;8.2285000;8.2293958;-0.0350998;-0.03525305;-0.1512295;-0.1494726;-0.0008958
939.25005197525;8.1935000;8.1942291;-0.03508123;-0.03517913;-0.1533115;-0.1687188;-0.0007291
940.312564373016;8.1541468;8.1545920;-0.03507531;-0.03523336;-0.16266;-0.2023095;-0.0004452
941.375076770782;8.1189961;8.1193061;-0.03492875;-0.03527121;-0.05145881;-0.1037745;-0.0003100
942.437529563904;8.0805840;8.0799670;-0.03410834;-0.03497627;-0.1813562;-0.154475;0.0006170
943.50004196167;8.0456660;8.0452175;-0.03477294;-0.034858;-0.05834644;-0.07273265;0.0004485
944.562554359436;8.0073021;8.0063553;-0.03422915;-0.03461746;-0.2098218;-0.1712252;0.0009468
945.625066757202;7.9723229;7.9719038;-0.03461866;-0.03455298;-0.05728954;-0.08000538;0.0004191
946.687579154968;7.9340000;7.9331608;-0.03498983;-0.03449164;-0.2224929;-0.1917059;0.0008392
947.75003194809;7.8990000;7.8984112;-0.0341844;-0.03467793;-0.0496769;-0.07123414;0.0005888
948.812544345856;7.8607500;7.8596682;-0.03387947;-0.0344819;-0.1014817;-0.09974086;0.0010818
949.875056743622;7.8267500;7.8259916;-0.0339155;-0.03396754;-0.1315471;-0.1399328;0.0007584
950.937569141388;7.7885000;7.7882619;-0.03397347;-0.03372473;-0.1508816;-0.1930868;0.0002381
952.000021934509;7.7545000;7.7548237;-0.03403606;-0.03356761;-0.1668927;-0.13616;-0.0003237
953.062534332275;7.7162500;7.7168555;-0.03406746;-0.03368017;-0.165531;-0.1220449;-0.0006055
954.125046730042;7.6822718;7.6830597;-0.03406207;-0.03375275;-0.1774701;-0.140349;-0.0007879
955.187559127808;7.6438672;7.6450915;-0.03417807;-0.03377939;-0.09441012;-0.1213731;-0.0012243
956.250071525574;7.6105938;7.6114745;-0.03301479;-0.03365927;-0.1672106;-0.1475332;-0.0008807
957.312524318695;7.5726530;7.5742216;-0.03413961;-0.03332002;-0.1253669;-0.1804763;-0.0015686
958.375036716461;7.5394720;7.5407238;-0.03317463;-0.03339785;-0.2104169;-0.1444308;-0.0012518
959.437549114227;7.5014331;7.5031728;-0.03406623;-0.03344414;-0.1199989;-0.1616453;-0.0017397
960.500061511993;7.4682280;7.4697942;-0.03308856;-0.03336068;-0.1336059;-0.128719;-0.0015662
961.56257390976;7.4311250;7.4327202;-0.03317773;-0.0331115;-0.1584847;-0.1616559;-0.0015952
962.625026702881;7.3981250;7.4000568;-0.03321524;-0.03284904;-0.1781471;-0.1912593;-0.0019318
963.687539100647;7.3610000;7.3631615;-0.03324083;-0.0328224;-0.1846713;-0.1399035;-0.0021615
964.750051498413;7.3280000;7.3300214;-0.03322522;-0.03303748;-0.1734723;-0.1867933;-0.0020214
965.812563896179;7.2908750;7.2922320;-0.03315119;-0.03343168;-0.1455879;-0.1904252;-0.0013570
966.875076293945;7.2578846;7.2585554;-0.03300541;-0.03357636;-0.1349062;-0.1108331;-0.0006708
967.937529087067;7.2206597;7.2211237;-0.03333555;-0.03335156;-0.1005213;-0.2080134;-0.0004640
969.000041484833;7.1880527;7.1885795;-0.03183994;-0.03280969;-0.1098744;-0.002792754;-0.0005268
970.062553882599;7.1515693;7.1525187;-0.03325063;-0.03232457;-0.1828105;-0.2207046;-0.0009494
971.125066280365;7.1189365;7.1198554;-0.03213103;-0.03257065;-0.08544111;-0.09989803;-0.0009189
972.187578678131;7.0831328;7.0829005;-0.03193245;-0.03274323;-0.1791773;-0.1365341;0.0002323
973.250031471252;7.0504297;7.0498199;-0.03301539;-0.03298019;-0.105364;-0.1217217;0.0006098
974.312543869019;7.0139681;7.0127458;-0.03179317;-0.03291945;-0.06226055;-0.03013371;0.0012223
975.375056266785;6.9820000;6.9807977;-0.03186604;-0.03231097;-0.109078;-0.1009705;0.0012023
976.437568664551;6.9460000;6.9453926;-0.03193232;-0.03177978;-0.1437974;-0.1568537;0.0006074
