time [ms];Setpoint position [mm];Actual position value encoder channel 1 [mm];Actual velocity value encoder channel 1 [m/s];Target position CiA402 [mm]
48.750001937151;80.0000000;80.0000043;-1.903274E-06;80.0000000
49.4999997317791;80.0000000;80.0000043;-9.388284E-07;80.0000000
50.2500012516975;80.0000000;79.9999447;-3.767108E-05;80.0000000
50.9999990463257;80.0000000;79.9999447;-1.858202E-05;80.0000000
51.7500005662441;80.0000000;79.9999447;-9.165956E-06;80.0000000
52.5000020861626;80.0000000;79.9999447;-4.521293E-06;80.0000000
53.2499998807907;80.0000000;79.9999447;-2.230219E-06;80.0000000
54.0000014007092;80.0000000;79.9999447;-1.100101E-06;80.0000000
54.7499991953373;80.0000000;79.9999447;-5.426469E-07;80.0000000
55.5000007152557;80.0000000;79.9999447;-2.676715E-07;80.0000000
56.2500022351742;80.0000000;80.0000042;4.165672E-05;80.0000000
57.0000000298023;80.0000000;80.0000042;2.054802E-05;80.0000000
57.7500015497208;80.0000000;79.9999447;-4.275316E-05;80.0000000
58.4999993443489;80.0000000;79.9999447;-2.108886E-05;80.0000000
59.2500008642673;80.0000000;79.9999447;-1.040251E-05;80.0000000
60.0000023841858;80.0000000;79.9998851;-4.233923E-05;80.0000000
60.7500001788139;80.0000000;79.9998851;-2.088468E-05;80.0000000
61.5000016987324;80.0000000;79.9998851;-1.030179E-05;80.0000000
62.2499994933605;80.0000000;80.0000042;7.502807E-05;80.0000000
63.000001013279;80.0000000;80.0000042;3.700911E-05;80.0000000
63.7499988079071;80.0000000;80.0000042;1.825549E-05;80.0000000
64.5000040531158;80.0000000;79.9999447;-3.278386E-05;80.0000000
65.250001847744;80.0000000;79.9999447;-1.61713E-05;80.0000000
65.9999996423721;80.0000000;79.9999447;-7.976821E-06;80.0000000
66.7499974370003;80.0000000;79.9999447;-3.934727E-06;80.0000000
67.500002682209;80.0000000;79.9999447;-1.940884E-06;80.0000000
68.2500004768372;80.0000000;79.9999447;-9.573801E-07;80.0000000
68.9999982714653;80.0000000;79.9999447;-4.722471E-07;80.0000000
69.750003516674;80.0000000;79.9999447;-2.329454E-07;80.0000000
70.5000013113022;80.0000000;79.9999447;-1.14905E-07;80.0000000
71.2499991059303;80.0000000;79.9999447;-5.667922E-08;80.0000000
71.9999969005585;80.0000000;79.9999447;-2.795817E-08;80.0000000
72.7500021457672;80.0000000;80.0000638;9.997634E-05;80.0000000
73.4999999403954;80.0000000;80.0000043;1.629707E-05;80.0000000
74.2499977350235;80.0000000;80.0000043;8.038861E-06;80.0000000
75.0000029802322;80.0000000;79.9999447;-2.910844E-05;80.0000000
75.7500007748604;80.0000000;79.9999447;-1.435832E-05;80.0000000
76.4999985694885;80.0000000;79.9999447;-7.082533E-06;80.0000000
77.2500038146973;80.0000000;80.0000042;4.351874E-05;80.0000000
78.0000016093254;80.0000000;80.0000638;6.855785E-05;80.0000000
78.7499994039536;80.0000000;80.0000638;3.381755E-05;80.0000000
79.4999971985817;80.0000000;80.0000638;1.668119E-05;80.0000000
80.2500024437904;80.0000000;80.0000043;-2.112125E-05;80.0000000
81.0000002384186;80.0000000;80.0000043;-1.041848E-05;80.0000000
81.7499980330467;80.0000000;80.0000638;3.200643E-05;80.0000000
82.5000032782555;80.0000000;80.0000638;1.578782E-05;80.0000000
83.2500010728836;80.0000000;80.0000638;1.145636E-05;80.0000000
83.9999988675117;80.0000000;80.0000638;5.651079E-06;80.0000000
84.7500041127205;80.0000000;80.0000043;-3.023077E-05;80.0000000
85.5000019073486;80.0000000;80.0000043;-1.491194E-05;80.0000000
86.2499997019768;80.0000000;79.9999447;-3.675451E-05;80.0000000
86.9999974966049;80.0000000;79.9999447;-1.812991E-05;80.0000000
87.7500027418137;80.0000000;79.9999447;-8.942941E-06;80.0000000
88.5000005364418;80.0000000;79.9999447;-4.411286E-06;80.0000000
89.2499983310699;80.0000000;80.0000042;3.96128E-05;80.0000000
90.0000035762787;80.0000000;80.0000042;1.953981E-05;80.0000000
90.7500013709068;80.0000000;80.0000638;4.684639E-05;80.0000000
91.499999165535;80.0000000;80.0000043;-1.036893E-05;80.0000000
92.2500044107437;80.0000000;80.0000043;-5.114686E-06;80.0000000
93.0000022053719;80.0000000;80.0000043;-2.522922E-06;80.0000000
93.75;80.0000000;80.0000043;-1.244482E-06;80.0000000
94.4999977946281;80.0000000;80.0000043;-6.13866E-07;80.0000000
95.2500030398369;80.0000000;80.0000043;-3.028018E-07;80.0000000
96.000000834465;80.0000000;80.0000638;2.920022E-05;80.0000000
96.7499986290932;80.0000000;80.0000638;1.44036E-05;80.0000000
97.5000038743019;80.0000000;80.0000638;7.104864E-06;80.0000000
98.2500016689301;80.0000000;80.0000638;9.381158E-06;80.0000000
98.9999994635582;80.0000000;80.0000638;4.627445E-06;80.0000000
99.7499972581863;80.0000000;79.9999447;-8.004477E-05;80.0000000
100.500002503395;80.0000000;79.9999447;-3.94837E-05;80.0000000
101.250000298023;80.0000000;79.9999447;-1.947613E-05;80.0000000
101.999998092651;80.0000000;79.9999447;-9.606994E-06;80.0000000
102.75000333786;80.0000000;79.9999447;-4.738844E-06;80.0000000
103.500001132488;80.0000000;79.9999447;-2.33753E-06;80.0000000
104.249998927116;80.0000000;80.0000042;5.173585E-05;80.0000000
105.000004172325;80.0000000;80.0000042;2.551975E-05;80.0000000
105.750001966953;80.0000000;79.9999447;-3.442421E-05;80.0000000
106.499999761581;80.0000000;79.9999447;-2.941961E-05;80.0000000
107.24999755621;80.0000000;79.9999447;-1.451182E-05;80.0000000
108.000002801418;80.0000000;79.9999447;-7.158247E-06;80.0000000
108.750000596046;80.0000000;79.9999447;-3.53095E-06;80.0000000
109.499998390675;80.0000000;79.9999447;-1.741712E-06;80.0000000
110.250003635883;80.0000000;79.9999447;-8.591348E-07;80.0000000
111.000001430511;80.0000000;79.9999447;-4.237855E-07;80.0000000
111.74999922514;80.0000000;79.9999447;-2.090408E-07;80.0000000
112.500004470348;80.0000000;80.0000042;4.690923E-05;80.0000000
113.250002264977;80.0000000;80.0000042;2.313893E-05;80.0000000
114.000000059605;80.0000000;80.0000042;1.141374E-05;80.0000000
114.749997854233;80.0000000;79.9999447;-3.61587E-05;80.0000000
115.500003099442;80.0000000;79.9999447;-1.783601E-05;80.0000000
116.25000089407;80.0000000;79.9999447;-8.79797E-06;80.0000000
116.999998688698;80.0000000;79.9999447;-4.339776E-06;80.0000000
117.750003933907;80.0000000;79.9999447;-2.140682E-06;80.0000000
118.500001728535;80.0000000;80.0000042;4.073282E-05;80.0000000
119.249999523163;80.0000000;80.0000042;2.009229E-05;80.0000000
120.000004768372;80.0000000;79.9999447;-3.187783E-05;80.0000000
120.750002563;80.0000000;79.9999447;-1.572438E-05;80.0000000
121.500000357628;80.0000000;79.9999447;-7.756368E-06;80.0000000
122.249998152256;80.0000000;79.9999447;-3.825985E-06;80.0000000
123.000003397465;80.0000000;79.9999447;-1.887244E-06;80.0000000
123.750001192093;80.0000000;79.9999447;-9.309214E-07;80.0000000
124.499998986721;80.0000000;79.9999447;-4.591957E-07;80.0000000
125.249996781349;80.0000000;79.9999447;-2.265076E-07;80.0000000
126.000002026558;80.0000000;79.9999447;-1.117294E-07;80.0000000
126.750007271767;80.0000000;79.9999447;-5.51128E-08;80.0000000
127.499997615814;80.0000000;80.0000042;3.299109E-05;80.0000000
128.250002861023;80.0000000;80.0000638;5.34815E-05;80.0000000
129.000008106232;80.0000000;80.0000638;3.748097E-05;80.0000000
129.749998450279;80.0000000;80.0000043;-1.865732E-05;80.0000000
130.500003695488;80.0000000;80.0000043;-1.442669E-05;80.0000000
131.249994039536;80.0000000;80.0000638;3.797665E-05;80.0000000
131.999999284744;80.0000000;80.0000043;-2.3056E-05;80.0000000
132.750004529953;80.0000000;80.0000043;-1.137284E-05;80.0000000
133.499994874001;80.0000000;80.0000638;4.727901E-05;80.0000000
134.250000119209;80.0000000;80.0000638;2.332132E-05;80.0000000
135.000005364418;80.0000000;80.0000638;1.150371E-05;80.0000000
135.749995708466;80.0000000;80.0000638;5.674438E-06;80.0000000
136.500000953674;80.0000000;80.0000043;-3.898972E-05;80.0000000
137.250006198883;80.0000000;80.0000043;-3.689524E-05;80.0000000
137.999996542931;80.0000000;80.0000638;2.358943E-05;80.0000000
138.750001788139;80.0000000;80.0000043;-4.125293E-05;80.0000000
139.500007033348;80.0000000;80.0000043;-2.034884E-05;80.0000000
140.249997377396;80.0000000;80.0000043;-1.003748E-05;80.0000000
141.000002622604;80.0000000;79.9999447;-4.681017E-05;80.0000000
141.750007867813;80.0000000;79.9999447;-2.309006E-05;80.0000000
142.499998211861;80.0000000;79.9999447;-1.138964E-05;80.0000000
143.250003457069;80.0000000;79.9999447;-5.618169E-06;80.0000000
143.999993801117;80.0000000;79.9999447;-2.771275E-06;80.0000000
144.749999046326;80.0000000;79.9999447;-1.366987E-06;80.0000000
145.500004291534;80.0000000;79.9999447;-6.742941E-07;80.0000000
146.249994635582;80.0000000;79.9999447;-3.326092E-07;80.0000000
146.999999880791;80.0000000;79.9999447;-6.040606E-06;80.0000000
147.750005125999;80.0000000;79.9999447;-7.106937E-06;80.0000000
148.499995470047;80.0000000;79.9999447;-1.749971E-05;80.0000000
149.250000715256;80.0000000;79.9999447;-8.632084E-06;80.0000000
150.000005960464;80.0000000;79.9998851;-5.13493E-05;80.0000000
150.749996304512;80.0000000;79.9998851;-2.532908E-05;80.0000000
151.500001549721;80.0000000;79.9999446;4.039481E-05;80.0000000
152.25000679493;80.0000000;79.9999446;1.992556E-05;80.0000000
152.999997138977;80.0000000;79.9999446;9.828684E-06;80.0000000
153.750002384186;80.0000000;79.9999446;4.848197E-06;80.0000000
154.500007629395;80.0000000;79.9999446;2.391471E-06;80.0000000
155.249997973442;80.0000000;79.9998851;-5.170925E-05;80.0000000
156.000003218651;80.0000000;79.9998255;-6.736562E-05;80.0000000
156.75000846386;80.0000000;79.9998255;-3.322945E-05;80.0000000
157.499998807907;80.0000000;79.9998850;2.6631E-05;80.0000000
158.250004053116;80.0000000;79.9998850;1.313628E-05;80.0000000
158.999994397163;80.0000000;79.9999446;5.945751E-05;80.0000000
159.749999642372;80.0000000;79.9999446;2.932862E-05;80.0000000
160.500004887581;80.0000000;79.9999446;1.446693E-05;80.0000000
161.249995231628;80.0000000;79.9999446;7.136107E-06;80.0000000
162.000000476837;80.0000000;79.9999446;3.520029E-06;80.0000000
